InputID,TargetID,Distance
1,"9449746",12425.9953140146
2,"9449834",11902.4749590964
3,"9449834",10940.1360615334
4,"9449834",9985.28099579796
5,"9449834",9040.28145095384
6,"9449834",8108.58393845907
7,"9449834",7195.3575928363
8,"9449834",6308.62908385117
9,"9449834",5461.32068034373
10,"9449834",4674.91591973348
11,"9449834",3985.63003383882
12,"9449834",3452.13662877666
13,"9449834",3154.49527941146
14,"9449834",3160.06744529939
15,"9449828",2581.15587007353
16,"9449828",2099.74520161
17,"9449828",2038.89335719175
18,"9449828",2430.39796258154
19,"9449828",3107.76033748661
20,"9449828",3925.69819244322
21,"9449828",4813.06868901782
22,"9449828",5737.74747059866
23,"9449828",6684.26912920328
24,"9449828",7644.52441103157
25,"9449828",8613.9215850953
26,"9449856",8525.0291562244
27,"9449856",8420.46384658708
28,"9449856",8434.09130147768
29,"9449856",8565.34740594123
30,"9449856",8808.97563284558
31,"9449856",9156.01019158646
32,"9449856",9595.23782767104
33,"9449856",10114.6552449122
34,"9449856",10702.5935123257
35,"9449856",11348.4078385194
36,"9449856",12042.7907256312
37,"9449856",12777.8265705088
38,"9449746",11482.1251178155
39,"9449746",11176.8039437029
40,"9449834",10698.1405479758
41,"9449834",9719.54033051291
42,"9449834",8745.87391653242
43,"9449834",7778.99416161116
44,"9449834",6821.78737897946
45,"9449834",5878.98028544202
46,"9449834",4958.79306124595
47,"9449834",4076.57225214226
48,"9449834",3263.25716188064
49,"9449834",2584.73336287901
50,"9449834",2171.27591169982
51,"9449834",2179.36341328577
52,"9449828",1911.30691842502
53,"9449828",1183.0712880031
54,"9449828",1071.36072311273
55,"9449828",1702.22281619821
56,"9449828",2578.54684334787
57,"9449828",3521.6243015225
58,"9449828",4489.58396838463
59,"9449828",5469.23059374876
60,"9449828",6455.24553802962
61,"9449828",7445.09900640776
62,"9449856",7785.91392387333
63,"9449856",7539.69153456843
64,"9449856",7421.2557708856
65,"9449856",7436.7144607936
66,"9449856",7585.24902029245
67,"9449856",7859.31799854526
68,"9449856",8246.41449835204
69,"9449856",8731.51880997531
70,"9449856",9299.30563823137
71,"9449856",9935.60999392614
72,"9449856",10628.1325981311
73,"9449856",11366.6026177307
74,"9449856",12142.6398937452
75,"9449746",10548.6785611226
76,"9449746",10215.4964111124
77,"9449746",9971.94625693505
78,"9449834",9551.68471723272
79,"9449834",8558.94396169852
80,"9449834",7568.22016274287
81,"9449834",6580.42437949032
82,"9449834",5597.10706408733
83,"9449834",4621.12798455747
84,"9449834",3658.36494934836
85,"9449834",2722.87316004184
86,"9449834",1856.35025758962
87,"9449834",1216.39968846731
88,"9449834",1230.77780910821
89,"9449828",1626.47283108135
90,"9449828",626.080420717464
91,"9449828",374.34307796616
92,"9449828",1374.72979550947
93,"9449828",2375.12620824828
94,"9449828",3375.52369615968
95,"9449828",4375.92152184418
96,"9449828",5376.31949674274
97,"9449828",6376.71755062596
98,"9449856",7250.37754840216
99,"9449856",6840.53140496924
100,"9449856",6558.91467491254
101,"9449856",6422.41777102673
102,"9449856",6440.27443831055
103,"9449856",6611.23408739203
104,"9449856",6923.96519186401
105,"9449856",7360.41903021636
106,"9449856",7900.11639944975
107,"9449856",8523.46798267731
108,"9449856",9213.51020408938
109,"9449856",9956.38642340941
110,"9449856",10741.1399509541
111,"9449856",11559.2448188421
112,"9449746",9628.68778539079
113,"9449746",9262.47129475334
114,"9449746",8993.14842701436
115,"9449746",8829.59007548092
116,"9449834",8486.59674239301
117,"9449834",7486.30444957449
118,"9449834",6486.04492954638
119,"9449834",5485.83610919103
120,"9449834",4485.71190316643
121,"9449834",3485.74514444381
122,"9449834",2486.12582510683
123,"9449834",1487.55453579513
124,"9449834",496.396865502791
125,"9449834",530.655888113893
126,"9449834",1522.62141305209
127,"9449828",1177.23782557069
128,"9449828",1064.91542817446
129,"9449828",1698.17392065875
130,"9449828",2575.87621690889
131,"9449828",3519.66983242531
132,"9449828",4488.05158148742
133,"9449828",5467.97330746991
134,"9449828",6454.18089370681
135,"9449856",6382.94441884511
136,"9449856",5913.27940590461
137,"9449856",5585.10198729395
138,"9449856",5424.1545039409
139,"9449856",5445.28575510074
140,"9449856",5646.45187925257
141,"9449856",6009.60046031744
142,"9449856",6507.67036338456
143,"9449856",7112.37277019485
144,"9449856",7798.94327994727
145,"9449856",8547.67706124897
146,"9449856",9343.64206296209
147,"9449856",10175.7607998585
148,"9449856",11035.8581772776
149,"9449746",8726.40972580247
150,"9449746",8320.57517913463
151,"9449746",8019.68293979185
152,"9449746",7835.83155331994
153,"9449746",7777.32578353796
154,"9449834",7537.44954114157
155,"9449834",6545.01079177187
156,"9449834",5555.42815322835
157,"9449834",4570.55715300861
158,"9449834",3594.2730049584
159,"9449834",2636.1333808118
160,"9449834",1726.6137352288
161,"9449834",1007.36577363002
162,"9449834",1024.68123581225
163,"9449834",1756.91561837151
164,"9449828",2093.17845990603
165,"9449828",2032.1299084489
166,"9449828",2424.72725411034
167,"9449828",3103.32836500462
168,"9449828",3922.19148148764
169,"9449828",4810.20992120489
170,"9449828",5735.35067339394
171,"9449856",6220.47267999354
172,"9449856",5560.35749253656
173,"9449856",5014.22655928259
174,"9449856",4622.65702725386
175,"9449856",4426.85502994237
176,"9449856",4452.72168244673
177,"9449856",4696.59587011982
178,"9449856",5127.46454047736
179,"9449856",5703.10178070982
180,"9449856",6384.46902170654
181,"9449856",7141.36660015163
182,"9449856",7952.25669901893
183,"9449856",8802.23004453957
184,"9449856",9680.99779813999
185,"9449856",10581.3883984449
186,"9449746",7847.95617501103
187,"9449746",7394.06244487718
188,"9449746",7053.75798148797
189,"9449746",6844.00780193183
190,"9449746",6776.94494836753
191,"9449746",6856.75738102914
192,"9449834",6753.30652024407
193,"9449834",5799.37596351993
194,"9449834",4864.15148971521
195,"9449834",3960.90562905771
196,"9449834",3117.55876102537
197,"9449834",2398.15916763365
198,"9449834",1945.4453723675
199,"9449834",1954.46758456375
200,"9449834",2420.06713130305
201,"9449828",3062.43362893217
202,"9449828",3021.03551188649
203,"9449828",3297.93970893342
204,"9449828",3824.62442739394
205,"9449828",4514.49804792398
206,"9449828",5304.26509197927
207,"9449828",6155.59571726582
208,"9449856",5556.21013155778
209,"9449856",4805.70124308345
210,"9449856",4161.6890489636
211,"9449856",3680.50878731048
212,"9449856",3431.36008273386
213,"9449856",3464.66693809819
214,"9449856",3772.95638156229
215,"9449856",4297.45047825933
216,"9449856",4970.16692472748
217,"9449856",5739.21909294864
218,"9449856",6570.86830067217
219,"9449856",7444.16432806679
220,"9449856",8346.04413793529
221,"9449856",9268.16707079063
222,"9449856",10205.0471259286
223,"9449746",7002.29952054881
224,"9449746",6489.52546088226
225,"9449746",6098.95745928799
226,"9449746",5855.10228123481
227,"9449746",5776.57014222062
228,"9449746",5870.00014846739
229,"9449746",6127.53132417384
230,"9449834",6197.12336639932
231,"9449834",5332.1237566089
232,"9449834",4523.31134412873
233,"9449834",3806.67089446088
234,"9449834",3243.87686329679
235,"9449834",2925.11998597673
236,"9449834",2931.12824405553
237,"9449834",3260.10654065637
238,"9449834",3829.70919945102
239,"9449828",4015.63905656979
240,"9449828",4227.89643100528
241,"9449828",4650.42523425284
242,"9449828",5232.53255286921
243,"9449828",5927.38849778672
244,"9449856",5901.57289694849
245,"9449856",5005.02310072739
246,"9449856",4156.1458236562
247,"9449856",3390.93471834502
248,"9449856",2779.37523708816
249,"9449856",2439.87980049409
250,"9449856",2486.50325980516
251,"9449856",2900.6864306612
252,"9449856",3556.24287202885
253,"9449856",4345.26676379179
254,"9449856",5207.4390462122
255,"9449856",6111.88169709908
256,"9449856",7042.32721665481
257,"9449856",7989.69621833907
258,"9449856",8948.61536685996
259,"9449856",9915.73429426594
260,"9449746",6202.86834436328
261,"9449746",5617.58994240125
262,"9449746",5161.45884264852
263,"9449746",4870.892892236
264,"9449746",4776.20532545106
265,"9449746",4888.79091534477
266,"9449746",5195.19157268911
267,"9449746",5664.04042180281
268,"9449834",5933.35622002204
269,"9449834",5218.57413449085
270,"9449834",4611.2809971336
271,"9449834",4158.83461388333
272,"9449834",3915.2898654567
273,"9449834",3919.78068126411
274,"9449834",4171.5060735417
275,"9449834",4630.31767028478
276,"9449828",5012.55000304409
277,"9449828",5184.14979933972
278,"9449828",5534.1446177144
279,"9449828",6031.55867552898
280,"9449856",6541.31886772086
281,"9449856",5568.56765046146
282,"9449856",4607.67158970884
283,"9449856",3667.95964149847
284,"9449856",2771.06785138095
285,"9449856",1976.18440296155
286,"9449856",1460.61329730864
287,"9449856",1537.23006289253
288,"9449856",2143.44581933831
289,"9449856",2971.067543297
290,"9449856",3880.94361791287
291,"9449856",4826.77977912818
292,"9449856",5790.98276281003
293,"9449856",6765.70457042657
294,"9449856",7746.97579456466
295,"9449856",8732.58886247565
296,"9449856",9721.22323437745
297,"9449746",5469.96791008899
298,"9449746",4796.07016688539
299,"9449746",4252.72018716039
300,"9449746",3894.94143359496
301,"9449746",3775.8586292714
302,"9449746",3917.30109151487
303,"9449746",4293.5983895973
304,"9449746",4850.39444344181
305,"9449746",5533.46773904742
306,"9449834",6000.69044915131
307,"9449834",5480.75551873858
308,"9449834",5105.94488199447
309,"9449834",4909.60916080838
310,"9449834",4913.19122138522
311,"9449834",5116.2711749845
312,"9449834",5496.78182085981
313,"9449828",6010.62043643696
314,"9449828",6154.45448610542
315,"9449880",5840.38837943835
316,"9449880",5633.52860756113
317,"9449880",5600.4243467293
318,"9449856",5402.86274525226
319,"9449856",4405.97503682305
320,"9449856",3411.14426402506
321,"9449856",2420.90754443011
322,"9449856",1444.74235459318
323,"9449856",561.575095077184
324,"9449856",738.276159339182
325,"9449856",1666.23400855278
326,"9449856",2647.4929346137
327,"9449856",3639.18959249994
328,"9449856",4634.62856389223
329,"9449856",5631.82580910417
330,"9449856",6629.98800501841
331,"9449856",7628.73639162768
332,"9449856",8627.86740179544
333,"9449856",9627.2619085993
334,"9449746",4833.9548554708
335,"9449746",4055.71927175268
336,"9449746",3395.90903258593
337,"9449746",2935.4961392862
338,"9449746",2775.5498715974
339,"9449746",2965.09977496037
340,"9449746",3446.96335069148
341,"9449746",4119.81748216534
342,"9449746",4905.69423338839
343,"9449746",5758.5046510764
344,"9449834",6388.66574391063
345,"9449834",6070.17638169647
346,"9449834",5905.98255161911
347,"9449834",5908.96063388567
348,"9449834",6078.86493707548
349,"9449834",6402.41980435795
350,"9449880",5888.5531934442
351,"9449880",5319.6208414765
352,"9449880",4891.14234485434
353,"9449880",4642.17420328869
354,"9449880",4601.94410930822
355,"9449880",4775.7301213698
356,"9449856",4426.75874240756
357,"9449856",3437.94720256446
358,"9449856",2458.52969359609
359,"9449856",1506.93557378136
360,"9449856",706.357328339599
361,"9449856",853.595811612836
362,"9449856",1720.43896329899
363,"9449856",2681.93846421156
364,"9449856",3664.32489112423
365,"9449856",4654.39138578812
366,"9449856",5648.10062932926
367,"9449856",6643.81829585971
368,"9449856",7640.75923324192
369,"9449856",8638.49993082095
370,"9449856",9636.79198341954
371,"9449746",4337.65934258453
372,"9449746",3449.2067363998
373,"9449746",2642.03821681281
374,"9449746",2016.26016633399
375,"9449746",1775.34347891442
376,"9449746",2059.122183951
377,"9449746",2707.34633161395
378,"9449746",3524.35305279284
379,"9449746",4417.4659039659
380,"9449746",5348.69571720119
381,"9449746",6301.16552935132
382,"9449834",7044.50214516555
383,"9449834",6903.52074827293
384,"9449834",6906.06867912463
385,"9449880",6726.6621163068
386,"9449880",5904.92072448622
387,"9449880",5146.82376174655
388,"9449880",4484.76325383654
389,"9449880",3967.11590301086
390,"9449880",3655.75112245979
391,"9449880",3604.52833076135
392,"9449880",3823.91595639741
393,"9449880",4272.42817755729
394,"9449856",3742.2795399575
395,"9449856",2868.71794963006
396,"9449856",2110.93077631108
397,"9449856",1638.32669474689
398,"9449856",1706.98550771611
399,"9449856",2268.27781298211
400,"9449856",3062.34689391566
401,"9449856",3951.25958511753
402,"9449856",4883.4962545009
403,"9449856",5838.34039560933
404,"9449856",6806.28393697447
405,"9449856",7782.44068624166
406,"9449856",8764.06666950497
407,"9449856",9749.51002300175
408,"9449746",4032.99601690442
409,"9449746",3057.252818374
410,"9449746",2104.78815727976
411,"9449746",1230.88262929787
412,"9449746",775.636110351972
413,"9449746",1299.90429368979
414,"9449746",2186.20480246249
415,"9449746",3141.78805338288
416,"9449746",4118.7101591319
417,"9449746",5104.73457154895
418,"9449746",6095.44561008437
419,"9449746",7088.87859915318
420,"9449798",7406.66790329617
421,"9449880",7172.57384487273
422,"9449880",6250.14556971186
423,"9449880",5355.78420118836
424,"9449880",4506.23233549411
425,"9449880",3732.21596345199
426,"9449880",3091.00999980923
427,"9449880",2679.71086586702
428,"9449880",2609.39811354973
429,"9449880",2904.93844857215
430,"9449880",3474.18723583422
431,"9449880",4207.4799101027
432,"9449856",3523.67950929106
433,"9449856",2939.86443777484
434,"9449856",2621.23793701504
435,"9449856",2664.69013471289
436,"9449856",3054.80907541456
437,"9449856",3683.03451546536
438,"9449856",4449.63231948507
439,"9449856",5294.83825029514
440,"9449856",6186.51729138207
441,"9449856",7107.19917252907
442,"9449856",8046.93505261746
443,"9449856",8999.75817373459
444,"9449856",9961.91399340451
445,"9449746",3964.39467196566
446,"9449746",2966.16967426422
447,"9449746",1970.15242343647
448,"9449746",983.076406112201
449,"9449746",230.170551091026
450,"9449746",1068.23141620362
451,"9449746",2056.9051626596
452,"9449746",3053.22779226
453,"9449746",4051.56039919781
454,"9449746",5050.71123693259
455,"9449746",6050.27494772238
456,"9449798",6753.11324963831
457,"9449798",6433.69259232938
458,"9449798",6259.54175384334
459,"9449880",5906.12016503709
460,"9449880",4949.98581539688
461,"9449880",4015.47812115032
462,"9449880",3122.07788344089
463,"9449880",2317.8172661206
464,"9449880",1731.69981464324
465,"9449880",1620.76908193683
466,"9449880",2063.15326282295
467,"9449880",2808.54253214555
468,"9449880",3677.06700018807
469,"9449856",4313.31572912945
470,"9449856",3851.12682597774
471,"9449856",3613.76023863746
472,"9449856",3645.40097615146
473,"9449856",3939.57275265644
474,"9449856",4444.44807057455
475,"9449856",5097.80382249131
476,"9449856",5850.10161921581
477,"9449856",6667.93626842041
478,"9449856",7529.9840096959
479,"9449856",8422.68034979538
480,"9449856",9337.23885018097
481,"9449856",10267.8193594284
482,"9449746",4143.59671579735
483,"9449746",3201.73871142908
484,"9449746",2309.6468421227
485,"9449746",1555.44431607126
486,"9449746",1227.17000919173
487,"9449746",1610.61670439864
488,"9449746",2384.07777379685
489,"9449746",3282.5551359447
490,"9449746",4227.0687639927
491,"9449746",5192.55747936238
492,"9449746",6169.18120527214
493,"9449798",5842.92814643291
494,"9449798",5470.61889742583
495,"9449798",5264.70642193872
496,"9449798",5244.82574442331
497,"9449880",4724.60525343628
498,"9449880",3734.11293668978
499,"9449880",2750.80077972526
500,"9449880",1786.56410971001
501,"9449880",904.609633529277
502,"9449880",668.151736251347
503,"9449880",1440.88020974539
504,"9449880",2389.02609814525
505,"9449880",3367.54458010943
506,"9449880",4356.0151724958
507,"9449856",4798.03645161301
508,"9449856",4609.68967233771
509,"9449856",4634.53601874827
510,"9449856",4869.31304111704
511,"9449856",5286.12287269897
512,"9449856",5846.15948360363
513,"9449856",6512.57756496627
514,"9449856",7256.1251726564
515,"9449856",8055.47259025431
516,"9449856",8895.5901958787
517,"9449856",9765.96187598473
518,"9449982",10424.2479272939
519,"9449746",4541.36136562456
520,"9449746",3702.12098820936
521,"9449746",2964.63106896139
522,"9449746",2423.6286316788
523,"9449746",2227.22134487267
524,"9449746",2459.40132945888
525,"9449746",3022.97794982817
526,"9449746",3772.23239958739
527,"9449746",4617.64871697649
528,"9449746",5515.18112810654
529,"9449798",5557.9150155099
530,"9449798",4967.56282354187
531,"9449798",4523.77522182982
532,"9449798",4272.47058211144
533,"9449798",4247.94871178006
534,"9449798",4453.95693809321
535,"9449880",3710.08556095064
536,"9449880",2718.09496095102
537,"9449880",1735.784115701
538,"9449880",799.658494774914
539,"9449880",517.26381334412
540,"9449880",1377.41458149214
541,"9449880",2351.29346071357
542,"9449880",3340.8819015161
543,"9449880",4335.43582050874
544,"9449880",5332.17746891115
545,"9449856",5607.21105909208
546,"9449856",5627.65502767001
547,"9449856",5822.52407843909
548,"9449856",6175.32772100699
549,"9449856",6661.0178324319
550,"9449856",7252.9473285299
551,"9449856",7927.35338061745
552,"9449982",8282.87514601217
553,"9449982",8621.40579007677
554,"9449982",9058.30309905882
555,"9449982",9580.11860031784
556,"9449746",5106.87116403486
557,"9449746",4377.42729039048
558,"9449746",3774.28233331334
559,"9449746",3366.02813902856
560,"9449746",3227.48889791466
561,"9449746",3391.87626423321
562,"9449746",3820.28342532481
563,"9449746",4436.88034096694
564,"9449746",5174.8284727701
565,"9449798",5625.32046733964
566,"9449798",4840.33995949179
567,"9449798",4149.11462761799
568,"9449798",3605.96924130794
569,"9449798",3285.19053509765
570,"9449798",3253.23534976693
571,"9449798",3517.98299264257
572,"9449880",3948.09714076298
573,"9449880",3034.92608246208
574,"9449880",2199.01854664147
575,"9449880",1569.13662894633
576,"9449880",1445.78625719072
577,"9449880",1928.73196478979
578,"9449880",2711.33122872986
579,"9449880",3603.3634317322
580,"9449880",4540.78627109225
581,"9449880",5500.44115028139
582,"9449880",6472.44673095213
583,"9449856",6622.96604130801
584,"9449856",6789.32727385387
585,"9449856",7094.21249082152
586,"9449982",6968.72295216444
587,"9449982",6948.44704522517
588,"9449982",7071.0913656314
589,"9449982",7329.48496597624
590,"9449982",7709.99135124959
591,"9449982",8195.61976978003
592,"9449982",8768.92240755878
593,"9449746",5791.19190868418
594,"9449746",5159.42247462181
595,"9449746",4658.64547763266
596,"9449746",4334.50296656431
597,"9449746",4227.81919128919
598,"9449746",4354.60619660302
599,"9449746",4695.99148284737
600,"9449746",5209.95947706397
601,"9449746",5851.20674430456
602,"9449798",5117.05993520087
603,"9449798",4238.9814013279
604,"9449798",3428.58934194871
605,"9449798",2746.46810381086
606,"9449798",2309.23143694421
607,"9449798",2263.53997712579
608,"9449798",2629.88160214405
609,"9449798",3272.69642177358
610,"9449880",3610.41731906513
611,"9449880",2942.79110622532
612,"9449880",2507.29469857195
613,"9449880",2432.00223059148
614,"9449880",2746.6969121526
615,"9449880",3343.00073861678
616,"9449880",4099.82498200934
617,"9449880",4943.99400903212
618,"9449880",5837.73839539649
619,"9449880",6761.42760949054
620,"9449982",6966.79115060283
621,"9449982",6499.93816574193
622,"9449982",6161.47816945066
623,"9449982",5973.27633369093
624,"9449982",5949.60897340643
625,"9449982",6092.39391093942
626,"9449982",6390.48355349267
627,"9449982",6823.55452683824
628,"9449982",7367.84314204883
629,"9449982",8000.68300851374
630,"9449712",6382.86085447149
631,"9449746",6006.58066236218
632,"9449746",5582.32466938642
633,"9449746",5314.81768481046
634,"9449746",5228.17618089325
635,"9449746",5331.225579683
636,"9449746",5613.52892856331
637,"9449746",6050.04534938128
638,"9449798",5739.5918043393
639,"9449798",4767.17684197938
640,"9449798",3809.28293709754
641,"9449798",2880.43372374413
642,"9449798",2021.07913472014
643,"9449798",1369.02293282703
644,"9449798",1290.46007388272
645,"9449798",1859.55669551365
646,"9449798",2692.99377928549
647,"9449904",3336.21699441964
648,"9449880",3806.0421754258
649,"9449880",3480.29658353967
650,"9449880",3426.45187658573
651,"9449880",3656.53955271825
652,"9449880",4123.29860954899
